"gid","flsid","date","venue","doorprice","attendance","recorded_by","mastered_by","original_source","tour","city","subdivision","country","year","checked","x","y","sound_quality","seconds"
"san-francisco-ca-usa-51990","FLS0213",1990-05-19,"Russian Theater","5",1100,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Spring/Summer USA Tour","San Francisco","CA","USA",1990,1,-122.441323,37.7854355,"Good",4017
"san-francisco-ca-usa-52189","FLS0115",1989-05-21,"Women's Building","$5",375,NA,NA,NA,"1989 Spring USA Tour","San Francisco","CA","USA",1989,1,-122.422836,37.7614483,NA,NA
"san-francisco-ca-usa-60400","FLS0970",2000-06-04,"Mission Dolores Park","Free",15000,"Stephen Kozlowski",NA,NA,"2000 Summer/Fall Regional Dates","San Francisco","CA","USA",2000,1,-122.427237,37.760407,"Good",4336
"san-franscisco-ca-usa-50193","FLS0534",1993-05-01,"Fort Mason Pier C","5",4000,"Joey Picuri","Warren Russell-Smith","DAT","1993 Spring USA Tour","San Francisco","CA","USA",1993,1,-122.431468,37.8067481,"Very Good",5436
"santa-barbara-ca-usa-42793","FLS0531",1993-04-27,"Anaconda","5",950,"Joey Picuri","Warren Russell-Smith","DAT","1993 Spring USA Tour","Santa Barbara","CA","USA",1993,1,-119.855795,34.4120715,"Good",5096
"santiago-chile-82397","FLS0846",1997-08-23,"Laberinto",NA,700,NA,NA,NA,"1997 Summer Brazil/S. America Tour","Santiago",NA,"Chile",1997,1,-70.630775,-33.4534536,NA,NA
"santiago-de-compostela-spain-52995","FLS0676",1995-05-29,"Sala Numero K",NA,500,"Joey Picuri","Warren Russell-Smith","Cassette","1995 Spring/Summer European Tour","Santiago de Compostela","","Spain",1995,1,-8.54569,42.880497,"Very Good",4720
"santos-brazil-82097","FLS0844",1997-08-20,"Bar do 3",NA,500,"Nick Pellicciotto","Warren Russell-Smith","DAT","1997 Summer Brazil/S. America Tour","Santos","","Brazil",1997,1,-46.325382,-23.9498271,"Excellent",5719
"sao-paulo-brazil-80697","FLS0835",1997-08-06,"Broadway",NA,950,"Nick Pellicciotto","Warren Russell-Smith","DAT","1997 Summer Brazil/S. America Tour","Sao Paulo","","Brazil",1997,1,-46.67779,-23.518944,"Very Good",5393
"sao-paulo-brazil-82094","FLS0631",1994-08-20,"Aeroanta",NA,1000,"Joey Picuri","Warren Russell-Smith","Cassette","1994 Fall Brazil Tour","Sao Paulo",NA,"Brazil",1994,1,-46.694986,-23.5651133,"Good",4840
"sao-paulo-brazil-82194","FLS0632",1994-08-21,"Aeroanta",NA,800,"Joey Picuri","Warren Russell-Smith","Cassette","1994 Fall Brazil Tour","Sao Paulo",NA,"Brazil",1994,1,-46.694986,-23.5651133,"Good",4757
"sapporo-japan-103096","FLS0801",1996-10-30,"Counteraction",NA,150,"Nick Pellicciotto","Fugazi","DAT","1996 US/Japan/Hong Kong/Australia Tour","Sapporo",NA,"Japan",1996,1,141.350817,43.0582224,"Very Good",3788
"sapporo-japan-103196","FLS0802",1996-10-31,"Bessie",NA,150,"Nick Pellicciotto","Warren Russell-Smith","DAT","1996 US/Japan/Hong Kong/Australia Tour","Sapporo",NA,"Japan",1996,1,141.3496,43.055474,"Very Good",4460
"saskatoon-sk-canada-70101","FLS1007",2001-07-01,"Sid's Garage","10 (can)",260,"Joey Picuri","Fugazi","DAT","2001 Summer Mid-West/Canada Tour","Saskatoon","SK","Canada",2001,1,-106.662011,52.1330829,"Very Good",5950
"savannah-ga-usa-11400","FLS0964",2000-01-14,"River Rock","5",700,NA,NA,NA,"2000 Winter Southern USA Tour","Savannah","GA","USA",2000,1,-81.094886,32.08293,NA,NA
"savannah-ga-usa-21193","FLS0498",1993-02-11,"Knights of Columbus Hall","5",600,"Joey Picuri","Jerry Busher","DAT","1993 Winter Southern USA Tour","Savannah","GA","USA",1993,1,-81.09391,32.074574,"Good",2554
"savannah-ga-usa-33096","FLS0776",1996-03-30,"Zoo","5",700,"Nick Pellicciotto","Warren Russell-Smith","DAT","1996 Southern USA Tour","Savannah","GA","USA",1996,1,-81.093412,32.079915,"Very Good",3497
"savannah-ga-usa-51391","FLS0339",1991-05-13,"Sun","5",200,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Spring USA Tour","Savannah","GA","USA",1991,1,-81.09391,32.074574,"Good",4072
"schenectady-ny-usa-92689","FLS0139",1989-09-26,"Eagles Lodge","$5",300,NA,NA,NA,"1989 Fall Canada/NE Tour","Schenectady","NY","USA",1989,1,-73.932347,42.8051331,NA,NA
"seattle-wa-usa-102795","FLS0745",1995-10-27,"DV8","6",1400,"Joey Picuri","Fugazi","DAT","1995 Fall USA/Canada Tour","Seattle","WA","USA",1995,1,-122.34669,47.619369,"Very Good",4498
"seattle-wa-usa-22899","FLS0900",1999-02-28,"DV8","6",1500,"Nick Pellicciotto","Jerry Busher","DAT","1999 West Coast USA Tour","Seattle","WA","USA",1999,1,-122.34669,47.619369,"Excellent",6741
"seattle-wa-usa-50693","FLS0538",1993-05-06,"Oz","5",1200,"Joey Picuri",NA,NA,"1993 Spring USA Tour","Seattle","WA","USA",1993,1,-122.34669,47.619369,"Good",4360
"seattle-wa-usa-52789","FLS0117",1989-05-27,"Washington Performance Hall","$5",300,NA,NA,NA,"1989 Spring USA Tour","Seattle","WA","USA",1989,1,-122.3146,47.6028246,NA,NA
"seattle-wa-usa-60190","FLS0220",1990-06-01,"Lake City Concert Hall","5",1100,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Spring/Summer USA Tour","Seattle","WA","USA",1990,1,-122.295152,47.7192729,"Good",4970
"seattle-wa-usa-82691","FLS0386",1991-08-26,"OZ","5",1600,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Summer/Fall USA/Canada Tour","Seattle","WA","USA",1991,1,-122.34669,47.619369,"Very Good",4173
"severna-park-md-usa-62101","FLS0999",2001-06-21,"Columbian Center","5",350,"Joey Picuri","Warren Russell-Smith","DAT","2001 Spring/Summer Regional Dates","Severna Park","MD","USA",2001,1,-76.555028,39.0890929,"Very Good",2824
"silver-spring-md-usa-112094","FLS0637",1994-11-20,"Long Branch Community Center","5",350,"Joey Picuri",NA,"Cassette","1994 Fall/Winter Regional Dates","Silver Spring","MD","USA",1994,1,-76.998304,38.9997417,"Very Good",4034
"singapore-singapore-110893","FLS0604",1993-11-08,"Bukit Batok Community Center",NA,550,"Joey Picuri","Warren Russell-Smith","DAT","1993 Japan/Australia/New Zealand Tour","Singapore","","Singapore",1993,1,103.747337,1.3498247,"Good",5364
"singapore-singapore-110896","FLS0806",1996-11-08,"Fire Club",NA,800,"Nick Pellicciotto","Warren Russell-Smith","DAT","1996 US/Japan/Hong Kong/Australia Tour","Singapore","","Singapore",1996,1,103.841056,1.3009768,"Good",3956
"sioux-falls-sd-usa-101995","FLS0739",1995-10-19,"Pomp Room","5",804,"Joey Picuri","Warren Russell-Smith","DAT","1995 Fall USA/Canada Tour","Sioux Falls","SD","USA",1995,1,-96.730207,43.5492045,"Good",5022
"spokane-wa-usa-51388","FLS0029",1988-05-13,"123 Arts",NA,100,"Unknown","Jerry Busher","Cassette","1988 Spring USA Tour","Spokane","WA","USA",1988,1,-117.42777,47.6557683,"Good",3093
"springfield-mo-usa-60291","FLS0355",1991-06-02,"Chestnut Hall","5",230,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Spring USA Tour","Springfield","MO","USA",1991,1,-93.367509,37.212766,"Good",4303
"springfield-or-usa-30299","FLS0901",1999-03-02,"McKensie Ballroom","6",750,"Nick Pellicciotto","Jerry Busher","DAT","1999 West Coast USA Tour","Springfield","OR","USA",1999,1,-123.017716,44.0464129,"Good",5045
"st-louis-mo-usa-100895","FLS0730",1995-10-08,"Mississippi Nights","5",1100,"Joey Picuri","Warren Russell-Smith","DAT","1995 Fall USA/Canada Tour","St. Louis","MO","USA",1995,1,-90.182776,38.6324459,"Very Good",5210
"st-louis-mo-usa-112698","FLS0885",1998-11-26,"Galaxy","6",765,"Joey Picuri","Warren Russell-Smith","DAT","1998 Fall Mid-West USA Tour","St. Louis","MO","USA",1998,1,-90.197874,38.6322517,"Good",4857
"st-louis-mo-usa-60491","FLS0357",1991-06-04,"Mississippi Nights","5",1275,"Joey Picuri","Jerry Busher","Cassette","1991 Spring USA Tour","St. Louis","MO","USA",1991,1,-90.182776,38.6324459,"Good",3920
"st-louis-mo-usa-60589","FLS0121",1989-06-05,"Bernard's Pub","$5",250,"ANON","Warren Russell-Smith","VHS audio","1989 Spring USA Tour","St. Louis","MO","USA",1989,1,-90.250024,38.618403,"Good",4090
"st-louis-mo-usa-61390","FLS0228",1990-06-13,"1227","5",950,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Spring/Summer USA Tour","St. Louis","MO","USA",1990,1,-90.198225,38.6322924,"Good",4526
"st-louis-mo-usa-82593","FLS0568",1993-08-25,"Mississippi Nights","5",1200,"Joey Picuri",NA,"DAT","1993 Fall USA/Canada Tour","St. Louis","MO","USA",1993,1,-90.182776,38.6324459,"Very Good",4781
"st-louis-mo-usa-82693","FLS0569",1993-08-26,"Mississippi Nights","5",1200,"Joey Picuri","Warren Russell-Smith","DAT","1993 Fall USA/Canada Tour","St. Louis","MO","USA",1993,1,-90.182776,38.6324459,"Very Good",4861
"state-college-pa-usa-92693","FLS0595",1993-09-26,"Penn State Hub","5",1000,"Joey Picuri",NA,"DAT","1993 Fall USA/Canada Tour","State College","PA","USA",1993,1,-77.861211,40.7981145,"Very Good",4670
"stockholm-sweden-100100","FLS0974",2000-10-01,"Kolingsborg",NA,700,"Nick Pellicciotto","Warren Russell-Smith","DAT","2000 Fall Northern European Tour","Stockholm","","Sweden",2000,1,18.071395,59.320658,"Very Good",5469
"storrs-ct-usa-30791","FLS0316",1991-03-07,"University of Connecticut","5",700,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Winter/Spring East Coast USA Tour","Storrs","CT","USA",1991,1,-72.255962,41.8068934,"Good",4288
"storrs-ct-usa-91893","FLS0588",1993-09-18,"University of Connecticut Fieldhouse","5",2150,"Joey Picuri","Warren Russell-Smith","DAT","1993 Fall USA/Canada Tour","Storrs","CT","USA",1993,1,-72.255962,41.8068934,"Very Good",4383
"stuttgart-germany-101390","FLS0282",1990-10-13,"Altes Feuerwehrhaus","12 DM",1000,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Fall European Tour","Stuttgart","","Germany",1990,1,9.159794,48.761876,"Good",4819
"stuttgart-germany-63095","FLS0702",1995-06-30,"Hallschlag JZ",NA,760,"Joey Picuri","Warren Russell-Smith","Cassette","1995 Spring/Summer European Tour","Stuttgart","","Germany",1995,1,9.2,48.8133,"Very Good",5708
"sydney-australia-111796","FLS1052",1996-11-17,"Metro Theatre",NA,913.244444444444,"ANON","Warren Russell-Smith",NA,"1996 US/Japan/Hong Kong/Australia Tour","Sydney","NSW","Australia",1996,1,151.206627,-33.8756943,"Very Good",5029
"sydney-australia-112093","FLS0613",1993-11-20,"Sydney Town hall",NA,1300,"Joey Picuri","Warren Russell-Smith","Cassette","1993 Japan/Australia/New Zealand Tour","Sydney","NSW","Australia",1993,1,151.206155,-33.8730546,"Good",4929
"sydney-australia-61497","FLS0820",1997-06-14,"Manly Youth Center",NA,967.5,"Nick Pellicciotto","Warren Russell-Smith","DAT","1997 Summer Australia/New Zealand Tour","Sydney","NSW","Australia",1997,1,151.284323,-33.7946915,"Good",4272
"sydney-australia-61597","FLS0821",1997-06-15,"Metro Theatre",NA,967.5,"Nick Pellicciotto","Warren Russell-Smith","DAT","1997 Summer Australia/New Zealand Tour","Sydney","NSW","Australia",1997,1,151.206627,-33.8756943,"Poor",5539
"sydney-nsw-australia-102591","FLS0406",1991-10-25,"Sydney Uni",NA,900,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Australia/New Zealand/Japan Tour","Sydney","NSW","Australia",1991,1,151.187349,-33.8885748,"Good",4636
"sydney-nsw-australia-102791","FLS0408",1991-10-27,"Burland Centre",NA,800,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Australia/New Zealand/Japan Tour","Sydney","NSW","Australia",1991,1,151.19482,-33.8892326,"Very Good",4701
"sydney-nsw-australia-111596","FLS0810",1996-11-15,"Sydney University",NA,1000,"Nick Pellicciotto","Warren Russell-Smith","DAT","1996 US/Japan/Hong Kong/Australia Tour","Sydney","NSW","Australia",1996,1,151.187349,-33.8885748,"Excellent",5327
"sydney-nsw-australia-120193","FLS0617",1993-12-01,"Uni Manning Bar",NA,450,"Joey Picuri","Warren Russell-Smith","Cassette","1993 Japan/Australia/New Zealand Tour","Sydney","NSW","Australia",1993,1,151.187622,-33.8868904,"Good",5360
"syracuse-ny-usa-31291","FLS0320",1991-03-12,"Syracuse University","5",800,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Winter/Spring East Coast USA Tour","Syracuse","NY","USA",1991,1,-76.13349,43.0401853,"Good",4290
"syracuse-ny-usa-71798","FLS0861",1998-07-17,"Lost Horizon","6",450,"Joey Picuri","Jerry Busher","DAT","1998 Summer Canada/USA Tour","Syracuse","NY","USA",1998,1,-76.083027,43.0546607,"Good",4650
"syracuse-ny-usa-92193","FLS0591",1993-09-21,"Lost Horizon","5",1000,"Joey Picuri","Warren Russell-Smith","DAT","1993 Fall USA/Canada Tour","Syracuse","NY","USA",1993,1,-76.083027,43.0546607,"Very Good",4582
"tacoma-wa-usa-51588","FLS0030",1988-05-15,"Tacoma Community World Theater",NA,75,NA,NA,NA,"1988 Spring USA Tour","Tacoma","WA","USA",1988,1,-122.450717,47.2067558,NA,NA
"tallahassee-fl-usa-12000","FLS0969",2000-01-20,"Moon","6",1200,"Nick Pellicciotto","Warren Russell-Smith","DAT","2000 Winter Southern USA Tour","Tallahassee","FL","USA",2000,1,-84.265699,30.4357734,"Very Good",6396
"tampa-fl-usa-11900","FLS0968",2000-01-19,"Masquerade","6",1400,"Nick Pellicciotto","Warren Russell-Smith","DAT","2000 Winter Southern USA Tour","Tampa","FL","USA",2000,1,-82.442649,27.9597496,"Very Good",5280
"tampa-fl-usa-21693","FLS0502",1993-02-16,"Ritz","5",1500,"Joey Picuri","Jerry Busher","DAT","1993 Winter Southern USA Tour","Tampa","FL","USA",1993,1,-82.442649,27.9597496,"Good",5516
"tampa-fl-usa-40396","FLS0780",1996-04-03,"Masquerade","5",1200,"Nick Pellicciotto","Warren Russell-Smith","DAT","1996 Southern USA Tour","Tampa","FL","USA",1996,1,-82.442649,27.9597496,"Good",1782
"tampa-fl-usa-51591","FLS0341",1991-05-15,"Ritz","5",1150,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Spring USA Tour","Tampa","FL","USA",1991,1,-82.442649,27.9597496,"Very Good",4395
"tampere-finland-71295","FLS0712",1995-07-12,"Pakkahuone",NA,650,"Joey Picuri","Warren Russell-Smith","Cassette","1995 Spring/Summer European Tour","Tampere","","Finland",1995,1,23.77658,61.4985813,"Very Good",5249
"tilburg-netherlands-101699","FLS0951",1999-10-16,"O13",NA,600,"Nick Pellicciotto","Warren Russell-Smith","DAT","1999 Fall European Tour","Tilburg","","Netherlands",1999,1,5.093004,51.5576483,"Excellent",5964
"tokyo-japan-102696","FLS0798",1996-10-26,"Guilty",NA,254,"Nick Pellicciotto","Jerry Busher","DAT","1996 US/Japan/Hong Kong/Australia Tour","Tokyo",NA,"Japan",1996,1,139.697017,35.6568137,"Very Good",3962
"tokyo-japan-102796","FLS0799",1996-10-27,"Guilty",NA,205,"Nick Pellicciotto","Warren Russell-Smith","DAT","1996 US/Japan/Hong Kong/Australia Tour","Tokyo",NA,"Japan",1996,1,139.697017,35.6568137,"Very Good",4230
"tokyo-japan-102896","FLS0800",1996-10-28,"Guilty",NA,332,"Nick Pellicciotto","Warren Russell-Smith","DAT","1996 US/Japan/Hong Kong/Australia Tour","Tokyo","","Japan",1996,1,139.697017,35.6568137,"Excellent",5036
"tokyo-japan-110593","FLS0602",1993-11-05,"Club Quattro","4000 yen",350,"Joey Picuri","Jerry Busher","DAT","1993 Japan/Australia/New Zealand Tour","Tokyo","","Japan",1993,1,139.697546,35.6611055,"Very Good",4871
"tokyo-japan-110693","FLS0603",1993-11-06,"Club Quattro","4000 yen",550,"Joey Picuri","Warren Russell-Smith","DAT","1993 Japan/Australia/New Zealand Tour","Tokyo",NA,"Japan",1993,1,139.697546,35.6611055,"Very Good",5028
"tokyo-japan-111191","FLS0413",1991-11-11,"Anti Knock",NA,300,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Australia/New Zealand/Japan Tour","Tokyo","","Japan",1991,1,139.703513,35.6886064,"Very Good",4030
"tokyo-japan-111291","FLS0414",1991-11-12,"Anti Knock",NA,300,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Australia/New Zealand/Japan Tour","Tokyo","","Japan",1991,1,139.703513,35.6886064,"Good",4681
"toledo-oh-usa-61489","FLS0128",1989-06-14,"Tam O'Shanter Ice Rink","$5",360,NA,NA,NA,"1989 Spring USA Tour","Toledo","OH","USA",1989,1,-83.713055,41.6908333,NA,NA
"toledo-oh-usa-62590","FLS0238",1990-06-25,"Masonic Auditorium","5",200,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Spring/Summer USA Tour","Toledo","OH","USA",1990,1,-83.651898,41.5927127,"Good",3500
"tongeren-belgium-52292","FLS0447",1992-05-22,"Concordia",NA,650,"Joey Picuri","Warren Russell-Smith","Cassette","1992 Spring European Tour","Tongeren",NA,"Belgium",1992,1,5.472044,50.781175,"Good",4848
"torino-italy-102990","FLS0296",1990-10-29,"Hiroshima","5000 Lira",400,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Fall European Tour","Torino",NA,"Italy",1990,1,7.653159,45.0284369,"Good",5092
"torino-italy-112088","FLS0080",1988-11-20,"El Paso",NA,198.714285714286,"ANON","Warren Russell-Smith",NA,"1988 Fall European Tour","Torino",NA,"Italy",1988,1,7.656051,45.0234778,"Good",3262
"torino-italy-60592","FLS0458",1992-06-05,"Murazzi",NA,1000,"Joey Picuri","Warren Russell-Smith","Cassette","1992 Spring European Tour","Torino","","Italy",1992,1,7.694419,45.0620346,"Very Good",4294
"torino-italy-61595","FLS0689",1995-06-15,"Parco Ex Ospedale Psichiatrico",NA,1400,"Joey Picuri","Warren Russell-Smith","Cassette","1995 Spring/Summer European Tour","Torino","","Italy",1995,1,7.579692,45.0796674,"Very Good",4215
"toronto-on-canada-100189","FLS0142",1989-10-01,"Rivoli Theater","$6cn",400,"Chris Twomey","Warren Russell Smith","Cassette","1989 Fall Canada/NE Tour","Toronto","ON","Canada",1989,1,-79.39,43.6494444,"Good",4893
"toronto-on-canada-71998","FLS0863",1998-07-19,"Phoenix Theater","9(can)",1250,"Joey Picuri","Warren Russell-Smith","DAT","1998 Summer Canada/USA Tour","Toronto","ON","Canada",1998,1,-79.374047,43.6646119,"Very Good",5379
"toronto-on-canada-80491","FLS0372",1991-08-04,"Opera House","6 (ca)",1000,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Summer/Fall USA/Canada Tour","Toronto","ON","Canada",1991,1,-79.348759,43.6589105,"Very Good",4212
"toronto-on-canada-92795","FLS0720",1995-09-27,"RPM Warehouse","7(can)",1650,"Joey Picuri","Warren Russell-Smith","DAT","1995 Fall USA/Canada Tour","Toronto","ON","Canada",1995,1,-79.387874,43.6495571,"Good",5337
"toronto-ont-canada-90993","FLS0580",1993-09-09,"RPM Warehouse","6 (canadian)",1400,"Joey Picuri","Warren Russell-Smith","DAT","1993 Fall USA/Canada Tour","Toronto","ON","Canada",1993,1,-79.387874,43.6495571,"Good",4646
"toronto-ont-canada-91093","FLS0581",1993-09-10,"RPM Warehouse","6 (canadian)",650,"Joey Picuri","Warren Russell-Smith","DAT","1993 Fall USA/Canada Tour","Toronto","ON","Canada",1993,1,-79.387874,43.6495571,"Very Good",4825
"toulouse-france-53092","FLS0454",1992-05-30,"Le Bikini",NA,270,"Joey Picuri","Warren Russell-Smith","Cassette","1992 Spring European Tour","Toulouse","","France",1992,1,1.485404,43.5480492,"Good",4134
"toulouse-france-60695","FLS0681",1995-06-06,"Le Bikini",NA,650,"ANON","Warren Russell-Smith","Cassette","1995 Spring/Summer European Tour","Toulouse","","France",1995,1,1.485404,43.5480492,"Good",5283
"trenton-nj-usa-31991","FLS0326",1991-03-19,"City Gardens","5",1100,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Winter/Spring East Coast USA Tour","Trenton","NJ","USA",1991,1,-74.759901,40.2373768,"Good",4528
"trenton-nj-usa-41492","FLS0431",1992-04-14,"City Gardens","5",950,NA,NA,NA,"1992 Spring East Coast Tour","Trenton","NJ","USA",1992,1,-74.759901,40.2373768,NA,NA
"trenton-nj-usa-81793","FLS0561",1993-08-17,"City Gardens","5",1000,"Joey Picuri","Jerry Busher","DAT","1993 Fall USA/Canada Tour","Trenton","NJ","USA",1993,1,-74.759901,40.2373768,"Very Good",4684
"trenton-nj-usa-81893","FLS0562",1993-08-18,"City Gardens","5",1000,"Joey Picuri","Warren Russell-Smith","DAT","1993 Fall USA/Canada Tour","Trenton","NJ","USA",1993,1,-74.759901,40.2373768,"Very Good",4901
"tromso-norway-92990","FLS0269",1990-09-29,"Brigga Lillero Cafe",NA,150,"Joey Picuri","Jerry Busher","Cassette","1990 Fall European Tour","Tromso","","Norway",1990,1,18.9622,69.6520643,"Good",4408
"trondheim-norway-100300","FLS0976",2000-10-03,"Uffa",NA,300,"Nick Pellicciotto","Warren Russell-Smith","DAT","2000 Fall Northern European Tour","Trondheim",NA,"Norway",2000,1,10.430012,63.4362807,"Very Good",5008
"trondheim-norway-93090","FLS0270",1990-09-30,"UFFA",NA,250,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Fall European Tour","Trondheim","","Norway",1990,1,10.430012,63.4362807,"Good",3941
"tuba-city-az-usa-41301","FLS0989",2001-04-13,"Grey Hills High School","5",600,NA,NA,NA,"2001 Spring Western USA Tour","Tuba City","AZ","USA",2001,1,-111.221501,36.1269817,NA,NA
"tucson-az-usa-41001","FLS0987",2001-04-10,"Rialto Theater","6",1500,"Nick Pellicciotto","Warren Russell-Smith","DAT","2001 Spring Western USA Tour","Tucson","AZ","USA",2001,1,-110.966453,32.2217216,"Excellent",5478
"tucson-az-usa-42093","FLS0525",1993-04-20,"Coyote's","5",1200,"Joey Picuri","Warren Russell-Smith","DAT","1993 Spring USA Tour","Tucson","AZ","USA",1993,1,-110.9744,32.244098,"Very Good",5529
"tucson-az-usa-51190","FLS0207",1990-05-11,"Dodiak Gallery","3",300,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Spring/Summer USA Tour","Tucson","AZ","USA",1990,1,-110.970991,32.2263796,"Good",4922
"tucson-az-usa-52488","FLS0035",1988-05-24,"Park Place BBQ",NA,50,"Wayne Keeler","Warren Russell-Smith","Cassette","1988 Spring USA Tour","Tucson","AZ","USA",1988,1,-110.979021,32.2604428,"Poor",2818
"udine-italy-102490","FLS0291",1990-10-24,"Ala Rock","10,000 Lira",250,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Fall European Tour","Udine","","Italy",1990,1,12.642246,45.9360861,"Very Good",4085
"udine-italy-111488","FLS0075",1988-11-14,"Centro Sociale Autogestito",NA,198.714285714286,"ANON","Warren Russell-Smith","Cassette","1988 Fall European Tour","Udine","","Italy",1988,1,13.228992,46.0555579,"Good",3122
"ulm-germany-101690","FLS0284",1990-10-16,"Roxy","12 DM",700,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Fall European Tour","Ulm","","Germany",1990,1,9.9851,48.39158,"Good",3984
"ulm-germany-62092","FLS0472",1992-06-20,"Stadthalle Langenau",NA,1500,"Joey Picuri","Warren Russell-Smith","Cassette","1992 Spring European Tour","Ulm","","Germany",1992,1,10.121695,48.501407,"Good",4574
"ulm-germany-62795","FLS0700",1995-06-27,"Roxy",NA,660,"Joey Picuri","Warren Russell-Smith","Cassette","1995 Spring/Summer European Tour","Ulm",NA,"Germany",1995,1,9.9851,48.39158,"Good",4790
"umea-sweden-93000","FLS0973",2000-09-30,"Galaxen",NA,500,"Nick Pellicciotto","Jerry Busher","DAT","2000 Fall Northern European Tour","Umea",NA,"Sweden",2000,1,20.335674,63.8576119,"Very Good",6509
"v-schwenningen-germany-62492","FLS0475",1992-06-24,"Canape",NA,600,"Joey Picuri","Warren Russell-Smith","Cassette","1992 Spring European Tour","V-Schwinnigen",NA,"Germany",1992,1,8.460394,48.0606506,"Good",4845
"valencia-spain-60495","FLS0680",1995-06-04,"Zeppelin Rock",NA,1279.99130434783,"Joey Picuri","Warren Russell-Smith","Cassette","1995 Spring/Summer European Tour","Valencia",NA,"Spain",1995,1,-0.37739,39.469799,"Good",5052
"vancouver-bc-canada-50793","FLS0539",1993-05-07,"Plaza of Nations","6 (canadian)",3200,"Joey Picuri","Warren Russell-Smith","DAT","1993 Spring USA Tour","Vancouver","BC","Canada",1993,1,-123.109585,49.2755773,"Very Good",4426
"vancouver-bc-canada-81991","FLS0384",1991-08-19,"N. Van. Sports Arena Hockey Rink","6 (ca)",1300,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Summer/Fall USA/Canada Tour","Vancouver","BC","Canada",1991,1,-123.070762,49.330017,"Very Good",4944
"venlo-netherlands-52392","FLS0448",1992-05-23,"Perron 55",NA,400,"Joey Picuri","Warren Russell-Smith","Cassette","1992 Spring European Tour","Venlo",NA,"Netherlands",1992,1,6.176979,51.3611494,"Poor",4669
"ventura-ca-usa-21999","FLS0892",1999-02-19,"Ventura Theater","6",1350,"Nick Pellicciotto","Jerry Busher","DAT","1999 West Coast USA Tour","Ventura","CA","USA",1999,1,-119.29143,34.2803049,"Very Good",4676
"verona-italy-62195","FLS0694",1995-06-21,"Forte Del Chievo",NA,1000,"Joey Picuri","Warren Russell-Smith","Cassette","1995 Spring/Summer European Tour","Verona","","Italy",1995,1,10.93838,45.4599954,"Good",5123
"victoria-bc-canada-70601","FLS1011",2001-07-06,"Archie Browning Centre","10 (can)",1100,"Joey Picuri","Warren Russell-Smith","DAT","2001 Summer Mid-West/Canada Tour","Victoria","BC","Canada",2001,1,-123.409907,48.4289549,"Very Good",7411
"victorville-ca-usa-30699","FLS0905",1999-03-06,"Fly Theater","6",1135.859375,"Nick Pellicciotto","Warren Russell-Smith","DAT","1999 West Coast USA Tour","Victorville","CA","USA",1999,1,-117.294054,34.534907,"Very Good",4733
"vienna-austria-102090","FLS0288",1990-10-20,"Arena","100 AS",1000,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Fall European Tour","Vienna","","Austria",1990,1,16.410422,48.1878002,"Very Good",4501
"vienna-austria-61492","FLS0466",1992-06-14,"Arena",NA,1000,"Joey Picuri","Jerry Busher","Cassette","1992 Spring European Tour","Vienna","","Austria",1992,1,16.410422,48.1878002,"Very Good",6030
"vienna-austria-62495","FLS0697",1995-06-24,"Arena",NA,2000,"Joey Picuri","Warren Russell-Smith","Cassette","1995 Spring/Summer European Tour","Vienna","","Austria",1995,1,16.410422,48.1878002,"Poor",5284
"vienna-austria-92699","FLS0933",1999-09-26,"Flexx",NA,1000,"Nick Pellicciotto","Warren Russell-Smith","DAT","1999 Fall European Tour","Vienna","","Austria",1999,1,16.36874,48.2178047,"Excellent",6918
"virginia-beach-va-usa-20493","FLS0491",1993-02-04,"Peppermint Beach Club","5",1200,"Joey Picuri","Jerry Busher","DAT","1993 Winter Southern USA Tour","Virginia Beach","VA","USA",1993,1,-75.974268,36.8468098,"Very Good",4506
"virginia-beach-va-usa-31090","FLS0182",1990-03-10,"Atlantic Beach Club","$5",450,"Joey Picuri","Jerry Busher","Cassette","1990 Spring Southern USA Tour","Virginia Beach","VA","USA",1990,1,-75.976893,36.8537647,"Very Good",3965
