"gid","fls_link","year","tour","date","venue","city","country","played_with","attendance","sound_quality","latitude","longitude"
"louisville-ky-usa-100795","<a href='https://www.dischord.com/fugazi_live_series/louisville-ky-usa-100795' target='_blank'>louisville-ky-usa-100795</a>",1995,"1995 Fall USA/Canada Tour",1995-10-07,"Brewery","Louisville","USA","Make Up",1300,"Excellent",38.2482797,-85.730726
"louisville-ky-usa-112798","<a href='https://www.dischord.com/fugazi_live_series/louisville-ky-usa-112798' target='_blank'>louisville-ky-usa-112798</a>",1998,"1998 Fall Mid-West USA Tour",1998-11-27,"Highland Hall","Louisville","USA","Elliot",1100,"Good",38.2161822,-85.674857
"louisville-ky-usa-112798","<a href='https://www.dischord.com/fugazi_live_series/louisville-ky-usa-112798' target='_blank'>louisville-ky-usa-112798</a>",1998,"1998 Fall Mid-West USA Tour",1998-11-27,"Highland Hall","Louisville","USA","June of 44",1100,"Good",38.2161822,-85.674857
"louisville-ky-usa-40402","<a href='https://www.dischord.com/fugazi_live_series/louisville-ky-usa-40402' target='_blank'>louisville-ky-usa-40402</a>",2002,"2002 Spring Southern USA/Texas Tour",2002-04-04,"Spectrum Cultural Center","Louisville","USA","Rachels",1350,"Very Good",38.2407479,-85.752282
"louisville-ky-usa-40402","<a href='https://www.dischord.com/fugazi_live_series/louisville-ky-usa-40402' target='_blank'>louisville-ky-usa-40402</a>",2002,"2002 Spring Southern USA/Texas Tour",2002-04-04,"Spectrum Cultural Center","Louisville","USA","Shipping News",1350,"Very Good",38.2407479,-85.752282
"louisville-ky-usa-60891","<a href='https://www.dischord.com/fugazi_live_series/louisville-ky-usa-60891' target='_blank'>louisville-ky-usa-60891</a>",1991,"1991 Spring USA Tour",1991-06-08,"Tewligans","Louisville","USA","Plastic Jesus",350,"Good",38.2394854,-85.72237
"louisville-ky-usa-62690","<a href='https://www.dischord.com/fugazi_live_series/louisville-ky-usa-62690' target='_blank'>louisville-ky-usa-62690</a>",1990,"1990 Spring/Summer USA Tour",1990-06-26,"Kentucky Theater","Louisville","USA","Crain",400,"Good",38.2471708,-85.757787
"lubbock-tx-usa-41893","<a href='https://www.dischord.com/fugazi_live_series/lubbock-tx-usa-41893' target='_blank'>lubbock-tx-usa-41893</a>",1993,"1993 Spring USA Tour",1993-04-18,"19th st. Depot Warehouse","Lubbock","USA","Degenerates",400,"Very Good",33.5781797,-101.844538
"lubeck-germany-102188","<a href='https://www.dischord.com/fugazi_live_series/lubeck-germany-102188' target='_blank'>lubeck-germany-102188</a>",1988,"1988 Fall European Tour",1988-10-21,"Alternative","Lubeck","Germany","Revenge",199,"Good",53.869894,10.67723
"lund-sweden-100800","<a href='https://www.dischord.com/fugazi_live_series/lund-sweden-100800' target='_blank'>lund-sweden-100800</a>",2000,"2000 Fall Northern European Tour",2000-10-08,"Mejeriet","Lund","Sweden","Last Days of April",350,"Very Good",55.696097,13.18852
"lyon-france-103090","<a href='https://www.dischord.com/fugazi_live_series/lyon-france-103090' target='_blank'>lyon-france-103090</a>",1990,"1990 Fall European Tour",1990-10-30,"Salle des Fetes","Lyon","France","G.I. Love",500,"Good",45.7491503,4.72912
"lyon-france-103090","<a href='https://www.dischord.com/fugazi_live_series/lyon-france-103090' target='_blank'>lyon-france-103090</a>",1990,"1990 Fall European Tour",1990-10-30,"Salle des Fetes","Lyon","France","Victim's Family",500,"Good",45.7491503,4.72912
"lyon-france-60895","<a href='https://www.dischord.com/fugazi_live_series/lyon-france-60895' target='_blank'>lyon-france-60895</a>",1995,"1995 Spring/Summer European Tour",1995-06-08,"Espace Jean Bargoin","Lyon","France","Prohibition",800,"Very Good",45.7362792,4.879248
"madison-wi-usa-61990","<a href='https://www.dischord.com/fugazi_live_series/madison-wi-usa-61990' target='_blank'>madison-wi-usa-61990</a>",1990,"1990 Spring/Summer USA Tour",1990-06-19,"Neighborhood House","Madison","USA","Eight Bark",400,"Good",43.0667627,-89.403783
"madison-wi-usa-61990","<a href='https://www.dischord.com/fugazi_live_series/madison-wi-usa-61990' target='_blank'>madison-wi-usa-61990</a>",1990,"1990 Spring/Summer USA Tour",1990-06-19,"Neighborhood House","Madison","USA","Fifteen",400,"Good",43.0667627,-89.403783
"madison-wi-usa-80991","<a href='https://www.dischord.com/fugazi_live_series/madison-wi-usa-80991' target='_blank'>madison-wi-usa-80991</a>",1991,"1991 Summer/Fall USA/Canada Tour",1991-08-09,"Turner Hall","Madison","USA","Naked Agression",850,"Good",43.054469,-89.307686
"madison-wi-usa-80991","<a href='https://www.dischord.com/fugazi_live_series/madison-wi-usa-80991' target='_blank'>madison-wi-usa-80991</a>",1991,"1991 Summer/Fall USA/Canada Tour",1991-08-09,"Turner Hall","Madison","USA","Nation of Ulysses",850,"Good",43.054469,-89.307686
"madison-wi-usa-80991","<a href='https://www.dischord.com/fugazi_live_series/madison-wi-usa-80991' target='_blank'>madison-wi-usa-80991</a>",1991,"1991 Summer/Fall USA/Canada Tour",1991-08-09,"Turner Hall","Madison","USA","Natural Causes",850,"Good",43.054469,-89.307686
"madrid-spain-60292","<a href='https://www.dischord.com/fugazi_live_series/madrid-spain-60292' target='_blank'>madrid-spain-60292</a>",1992,"1992 Spring European Tour",1992-06-02,"Revolver","Madrid","Spain","Ink",350,"Very Good",40.4206923,-3.707417
"madrid-spain-60295","<a href='https://www.dischord.com/fugazi_live_series/madrid-spain-60295' target='_blank'>madrid-spain-60295</a>",1995,"1995 Spring/Summer European Tour",1995-06-02,"Revolver","Madrid","Spain","Childhood",1000,"Very Good",40.4206923,-3.707417
"mainz-germany-101290","<a href='https://www.dischord.com/fugazi_live_series/mainz-germany-101290' target='_blank'>mainz-germany-101290</a>",1990,"1990 Fall European Tour",1990-10-12,"Eltzerhof","Mainz","Germany","Urge",1100,"Very Good",50.0043734,8.267551
"mainz-germany-70195","<a href='https://www.dischord.com/fugazi_live_series/mainz-germany-70195' target='_blank'>mainz-germany-70195</a>",1995,"1995 Spring/Summer European Tour",1995-07-01,"Kuze","Mainz","Germany","Kurolt",600,"Good",49.9947594,8.282149
"manchester-england-103002","<a href='https://www.dischord.com/fugazi_live_series/manchester-england-103002' target='_blank'>manchester-england-103002</a>",2002,"2002 Fall UK/Ireland Tour",2002-10-30,"Manchester University","Manchester","England","Gertrude",1619,"Very Good",53.464375,-2.23216
"manchester-england-112889","<a href='https://www.dischord.com/fugazi_live_series/manchester-england-112889' target='_blank'>manchester-england-112889</a>",1989,"1989 Fall European Tour",1989-11-28,"Boardwalk","Manchester","England","Jailhouse Recipes",400,"Very Good",53.4736904,-2.250476
"manchester-england-50795","<a href='https://www.dischord.com/fugazi_live_series/manchester-england-50795' target='_blank'>manchester-england-50795</a>",1995,"1995 Spring/Summer European Tour",1995-05-07,"Academy","Manchester","England","Fabric",1200,"Good",53.463697,-2.23145
"manchester-england-50795","<a href='https://www.dischord.com/fugazi_live_series/manchester-england-50795' target='_blank'>manchester-england-50795</a>",1995,"1995 Spring/Summer European Tour",1995-05-07,"Academy","Manchester","England","Slant 6",1200,"Good",53.463697,-2.23145
"manchester-england-51299","<a href='https://www.dischord.com/fugazi_live_series/manchester-england-51299' target='_blank'>manchester-england-51299</a>",1999,"1999 Spring UK/Ireland Tour",1999-05-12,"University Student Union","Manchester","England","Gold Blade",936,NA,53.464375,-2.23216
"manchester-england-51299","<a href='https://www.dischord.com/fugazi_live_series/manchester-england-51299' target='_blank'>manchester-england-51299</a>",1999,"1999 Spring UK/Ireland Tour",1999-05-12,"University Student Union","Manchester","England","Spy vs. Spy",936,NA,53.464375,-2.23216
"manchester-england-51492","<a href='https://www.dischord.com/fugazi_live_series/manchester-england-51492' target='_blank'>manchester-england-51492</a>",1992,"1992 Spring European Tour",1992-05-14,"Irish Centre Ardri Hall","Manchester","England","Crane",800,"Very Good",53.4643701,-2.239584
"manchester-england-51492","<a href='https://www.dischord.com/fugazi_live_series/manchester-england-51492' target='_blank'>manchester-england-51492</a>",1992,"1992 Spring European Tour",1992-05-14,"Irish Centre Ardri Hall","Manchester","England","Mexican Pet",800,"Very Good",53.4643701,-2.239584
"manly-australia-111993","<a href='https://www.dischord.com/fugazi_live_series/manly-australia-111993' target='_blank'>manly-australia-111993</a>",1993,"1993 Japan/Australia/New Zealand Tour",1993-11-19,"Manly High School","Manly","Australia","Budd",600,"Good",-33.7625875,151.280612
"manly-australia-111993","<a href='https://www.dischord.com/fugazi_live_series/manly-australia-111993' target='_blank'>manly-australia-111993</a>",1993,"1993 Japan/Australia/New Zealand Tour",1993-11-19,"Manly High School","Manly","Australia","Fur",600,"Good",-33.7625875,151.280612
"manly-australia-111993","<a href='https://www.dischord.com/fugazi_live_series/manly-australia-111993' target='_blank'>manly-australia-111993</a>",1993,"1993 Japan/Australia/New Zealand Tour",1993-11-19,"Manly High School","Manly","Australia","Gumption",600,"Good",-33.7625875,151.280612
"manly-nsw-australia-102691","<a href='https://www.dischord.com/fugazi_live_series/manly-nsw-australia-102691' target='_blank'>manly-nsw-australia-102691</a>",1991,"1991 Australia/New Zealand/Japan Tour",1991-10-26,"Manly Youth Center","Manly","Australia","Def FX",700,"Very Good",-33.7947489,151.28437
"manly-nsw-australia-102691","<a href='https://www.dischord.com/fugazi_live_series/manly-nsw-australia-102691' target='_blank'>manly-nsw-australia-102691</a>",1991,"1991 Australia/New Zealand/Japan Tour",1991-10-26,"Manly Youth Center","Manly","Australia","Hellman",700,"Very Good",-33.7947489,151.28437
"marghera-italy-92999","<a href='https://www.dischord.com/fugazi_live_series/marghera-italy-92999' target='_blank'>marghera-italy-92999</a>",1999,"1999 Fall European Tour",1999-09-29,"Rivolta","Marghera","Italy",NA,1800,NA,45.4703028,12.229879
"marseille-france-100799","<a href='https://www.dischord.com/fugazi_live_series/marseille-france-100799' target='_blank'>marseille-france-100799</a>",1999,"1999 Fall European Tour",1999-10-07,"Theatre Du Moulin","Marseille","France",NA,450,"Very Good",43.3193872,5.407749
"marseille-france-60795","<a href='https://www.dischord.com/fugazi_live_series/marseille-france-60795' target='_blank'>marseille-france-60795</a>",1995,"1995 Spring/Summer European Tour",1995-06-07,"Mirabeau","Marseille","France","Daily Planet",400,NA,43.347276,5.34556
"marseille-france-60795","<a href='https://www.dischord.com/fugazi_live_series/marseille-france-60795' target='_blank'>marseille-france-60795</a>",1995,"1995 Spring/Summer European Tour",1995-06-07,"Mirabeau","Marseille","France","Prohibition",400,NA,43.347276,5.34556
"maui-hi-usa-101796","<a href='https://www.dischord.com/fugazi_live_series/maui-hi-usa-101796' target='_blank'>maui-hi-usa-101796</a>",1996,"1996 US/Japan/Hong Kong/Australia Tour",1996-10-17,"Maui Cultural Center","Maui","USA","Phat For Your Soul",400,"Very Good",20.8937969,-156.480702
"maui-hi-usa-101896","<a href='https://www.dischord.com/fugazi_live_series/maui-hi-usa-101896' target='_blank'>maui-hi-usa-101896</a>",1996,"1996 US/Japan/Hong Kong/Australia Tour",1996-10-18,"Maui Cultural Center","Maui","USA","Phat For Your Soul",400,"Very Good",20.8937969,-156.480702
"mechanicsburg-pa-usa-81993","<a href='https://www.dischord.com/fugazi_live_series/mechanicsburg-pa-usa-81993' target='_blank'>mechanicsburg-pa-usa-81993</a>",1993,"1993 Fall USA/Canada Tour",1993-08-19,"Decibels","Mechanicsburg","USA","Junction",1000,"Very Good",40.2445904,-77.028285
"mechanicsburg-pa-usa-81993","<a href='https://www.dischord.com/fugazi_live_series/mechanicsburg-pa-usa-81993' target='_blank'>mechanicsburg-pa-usa-81993</a>",1993,"1993 Fall USA/Canada Tour",1993-08-19,"Decibels","Mechanicsburg","USA","Pagan Virtue",1000,"Very Good",40.2445904,-77.028285
"melbourne-australia-61797","<a href='https://www.dischord.com/fugazi_live_series/melbourne-australia-61797' target='_blank'>melbourne-australia-61797</a>",1997,"1997 Summer Australia/New Zealand Tour",1997-06-17,"Lava Lounge","Melbourne","Australia",NA,968,"Very Good",-38.030862,145.34572
"melbourne-australia-61897","<a href='https://www.dischord.com/fugazi_live_series/melbourne-australia-61897' target='_blank'>melbourne-australia-61897</a>",1997,"1997 Summer Australia/New Zealand Tour",1997-06-18,"Lava Lounge","Melbourne","Australia",NA,968,"Excellent",-38.030862,145.34572
"melbourne-vic-australia-101891","<a href='https://www.dischord.com/fugazi_live_series/melbourne-vic-australia-101891' target='_blank'>melbourne-vic-australia-101891</a>",1991,"1991 Australia/New Zealand/Japan Tour",1991-10-18,"Melbourne Uni","Melbourne","Australia","Evan Dando",1150,"Very Good",-37.7968615,144.960841
"melbourne-vic-australia-101891","<a href='https://www.dischord.com/fugazi_live_series/melbourne-vic-australia-101891' target='_blank'>melbourne-vic-australia-101891</a>",1991,"1991 Australia/New Zealand/Japan Tour",1991-10-18,"Melbourne Uni","Melbourne","Australia","Kim Salmon",1150,"Very Good",-37.7968615,144.960841
"melbourne-vic-australia-101891","<a href='https://www.dischord.com/fugazi_live_series/melbourne-vic-australia-101891' target='_blank'>melbourne-vic-australia-101891</a>",1991,"1991 Australia/New Zealand/Japan Tour",1991-10-18,"Melbourne Uni","Melbourne","Australia","Spiderbait",1150,"Very Good",-37.7968615,144.960841
"melbourne-vic-australia-102091","<a href='https://www.dischord.com/fugazi_live_series/melbourne-vic-australia-102091' target='_blank'>melbourne-vic-australia-102091</a>",1991,"1991 Australia/New Zealand/Japan Tour",1991-10-20,"Melbourne Uni","Melbourne","Australia","Guttersnipes",750,"Very Good",-37.7968615,144.960841
"melbourne-vic-australia-102091","<a href='https://www.dischord.com/fugazi_live_series/melbourne-vic-australia-102091' target='_blank'>melbourne-vic-australia-102091</a>",1991,"1991 Australia/New Zealand/Japan Tour",1991-10-20,"Melbourne Uni","Melbourne","Australia","Tumbleweed",750,"Very Good",-37.7968615,144.960841
"melbourne-vic-australia-111393","<a href='https://www.dischord.com/fugazi_live_series/melbourne-vic-australia-111393' target='_blank'>melbourne-vic-australia-111393</a>",1993,"1993 Japan/Australia/New Zealand Tour",1993-11-13,"Wall St.","Melbourne","Australia","Magic Dirt",750,"Good",-37.8147268,144.965996
"melbourne-vic-australia-111393","<a href='https://www.dischord.com/fugazi_live_series/melbourne-vic-australia-111393' target='_blank'>melbourne-vic-australia-111393</a>",1993,"1993 Japan/Australia/New Zealand Tour",1993-11-13,"Wall St.","Melbourne","Australia","Noise Addicts",750,"Good",-37.8147268,144.965996
"melbourne-vic-australia-111393","<a href='https://www.dischord.com/fugazi_live_series/melbourne-vic-australia-111393' target='_blank'>melbourne-vic-australia-111393</a>",1993,"1993 Japan/Australia/New Zealand Tour",1993-11-13,"Wall St.","Melbourne","Australia","Root Beer",750,"Good",-37.8147268,144.965996
"melbourne-vic-australia-111493","<a href='https://www.dischord.com/fugazi_live_series/melbourne-vic-australia-111493' target='_blank'>melbourne-vic-australia-111493</a>",1993,"1993 Japan/Australia/New Zealand Tour",1993-11-14,"Collingwood Town Hall","Melbourne","Australia","Budd",1300,"Good",-37.8039481,144.992844
"melbourne-vic-australia-111493","<a href='https://www.dischord.com/fugazi_live_series/melbourne-vic-australia-111493' target='_blank'>melbourne-vic-australia-111493</a>",1993,"1993 Japan/Australia/New Zealand Tour",1993-11-14,"Collingwood Town Hall","Melbourne","Australia","Noise Addicts",1300,"Good",-37.8039481,144.992844
"melbourne-vic-australia-111493","<a href='https://www.dischord.com/fugazi_live_series/melbourne-vic-australia-111493' target='_blank'>melbourne-vic-australia-111493</a>",1993,"1993 Japan/Australia/New Zealand Tour",1993-11-14,"Collingwood Town Hall","Melbourne","Australia","Shellac",1300,"Good",-37.8039481,144.992844
"memphis-tn-usa-112598","<a href='https://www.dischord.com/fugazi_live_series/memphis-tn-usa-112598' target='_blank'>memphis-tn-usa-112598</a>",1998,"1998 Fall Mid-West USA Tour",1998-11-25,"New Daisy Theater","Memphis","USA","Lucky",900,"Good",35.1395112,-90.050117
"memphis-tn-usa-112598","<a href='https://www.dischord.com/fugazi_live_series/memphis-tn-usa-112598' target='_blank'>memphis-tn-usa-112598</a>",1998,"1998 Fall Mid-West USA Tour",1998-11-25,"New Daisy Theater","Memphis","USA","Megan",900,"Good",35.1395112,-90.050117
"memphis-tn-usa-40793","<a href='https://www.dischord.com/fugazi_live_series/memphis-tn-usa-40793' target='_blank'>memphis-tn-usa-40793</a>",1993,"1993 Spring USA Tour",1993-04-07,"Omni New Daisy","Memphis","USA","Substance",850,"Very Good",35.1395112,-90.050117
"memphis-tn-usa-50290","<a href='https://www.dischord.com/fugazi_live_series/memphis-tn-usa-50290' target='_blank'>memphis-tn-usa-50290</a>",1990,"1990 Spring/Summer USA Tour",1990-05-02,"Antennae Club","Memphis","USA","Hateful Day",300,"Very Good",35.1382872,-90.008215
