"gid","fls_link","year","tour","date","venue","city","country","played_with","attendance","sound_quality","latitude","longitude"
"springfield-or-usa-30299","<a href='https://www.dischord.com/fugazi_live_series/springfield-or-usa-30299' target='_blank'>springfield-or-usa-30299</a>",1999,"1999 West Coast USA Tour",1999-03-02,"McKensie Ballroom","Springfield","USA","764-Hero",750,"Good",44.0464129,-123.017716
"springfield-or-usa-30299","<a href='https://www.dischord.com/fugazi_live_series/springfield-or-usa-30299' target='_blank'>springfield-or-usa-30299</a>",1999,"1999 West Coast USA Tour",1999-03-02,"McKensie Ballroom","Springfield","USA","Red Stars Theory",750,"Good",44.0464129,-123.017716
"st-louis-mo-usa-100895","<a href='https://www.dischord.com/fugazi_live_series/st-louis-mo-usa-100895' target='_blank'>st-louis-mo-usa-100895</a>",1995,"1995 Fall USA/Canada Tour",1995-10-08,"Mississippi Nights","St. Louis","USA","Make Up",1100,"Very Good",38.6324459,-90.182776
"st-louis-mo-usa-112698","<a href='https://www.dischord.com/fugazi_live_series/st-louis-mo-usa-112698' target='_blank'>st-louis-mo-usa-112698</a>",1998,"1998 Fall Mid-West USA Tour",1998-11-26,"Galaxy","St. Louis","USA","90 Day Men",765,"Good",38.6322517,-90.197874
"st-louis-mo-usa-112698","<a href='https://www.dischord.com/fugazi_live_series/st-louis-mo-usa-112698' target='_blank'>st-louis-mo-usa-112698</a>",1998,"1998 Fall Mid-West USA Tour",1998-11-26,"Galaxy","St. Louis","USA","Bunnygrunt",765,"Good",38.6322517,-90.197874
"st-louis-mo-usa-60491","<a href='https://www.dischord.com/fugazi_live_series/st-louis-mo-usa-60491' target='_blank'>st-louis-mo-usa-60491</a>",1991,"1991 Spring USA Tour",1991-06-04,"Mississippi Nights","St. Louis","USA","Algoa Road",1275,"Good",38.6324459,-90.182776
"st-louis-mo-usa-60491","<a href='https://www.dischord.com/fugazi_live_series/st-louis-mo-usa-60491' target='_blank'>st-louis-mo-usa-60491</a>",1991,"1991 Spring USA Tour",1991-06-04,"Mississippi Nights","St. Louis","USA","Ultraman",1275,"Good",38.6324459,-90.182776
"st-louis-mo-usa-60589","<a href='https://www.dischord.com/fugazi_live_series/st-louis-mo-usa-60589' target='_blank'>st-louis-mo-usa-60589</a>",1989,"1989 Spring USA Tour",1989-06-05,"Bernard's Pub","St. Louis","USA","Judge Nothing",250,"Good",38.618403,-90.250024
"st-louis-mo-usa-60589","<a href='https://www.dischord.com/fugazi_live_series/st-louis-mo-usa-60589' target='_blank'>st-louis-mo-usa-60589</a>",1989,"1989 Spring USA Tour",1989-06-05,"Bernard's Pub","St. Louis","USA","Nine Lives",250,"Good",38.618403,-90.250024
"st-louis-mo-usa-61390","<a href='https://www.dischord.com/fugazi_live_series/st-louis-mo-usa-61390' target='_blank'>st-louis-mo-usa-61390</a>",1990,"1990 Spring/Summer USA Tour",1990-06-13,"1227","St. Louis","USA","Dogfight",950,"Good",38.6322924,-90.198225
"st-louis-mo-usa-61390","<a href='https://www.dischord.com/fugazi_live_series/st-louis-mo-usa-61390' target='_blank'>st-louis-mo-usa-61390</a>",1990,"1990 Spring/Summer USA Tour",1990-06-13,"1227","St. Louis","USA","Ultraman",950,"Good",38.6322924,-90.198225
"st-louis-mo-usa-82593","<a href='https://www.dischord.com/fugazi_live_series/st-louis-mo-usa-82593' target='_blank'>st-louis-mo-usa-82593</a>",1993,"1993 Fall USA/Canada Tour",1993-08-25,"Mississippi Nights","St. Louis","USA","Dazzling Killmen",1200,"Very Good",38.6324459,-90.182776
"st-louis-mo-usa-82693","<a href='https://www.dischord.com/fugazi_live_series/st-louis-mo-usa-82693' target='_blank'>st-louis-mo-usa-82693</a>",1993,"1993 Fall USA/Canada Tour",1993-08-26,"Mississippi Nights","St. Louis","USA","Dazzling Killmen",1200,"Very Good",38.6324459,-90.182776
"state-college-pa-usa-92693","<a href='https://www.dischord.com/fugazi_live_series/state-college-pa-usa-92693' target='_blank'>state-college-pa-usa-92693</a>",1993,"1993 Fall USA/Canada Tour",1993-09-26,"Penn State Hub","State College","USA","Junction",1000,"Very Good",40.7981145,-77.861211
"state-college-pa-usa-92693","<a href='https://www.dischord.com/fugazi_live_series/state-college-pa-usa-92693' target='_blank'>state-college-pa-usa-92693</a>",1993,"1993 Fall USA/Canada Tour",1993-09-26,"Penn State Hub","State College","USA","Spinanes",1000,"Very Good",40.7981145,-77.861211
"stockholm-sweden-100100","<a href='https://www.dischord.com/fugazi_live_series/stockholm-sweden-100100' target='_blank'>stockholm-sweden-100100</a>",2000,"2000 Fall Northern European Tour",2000-10-01,"Kolingsborg","Stockholm","Sweden","Randy",700,"Very Good",59.320658,18.071395
"stockholm-sweden-100100","<a href='https://www.dischord.com/fugazi_live_series/stockholm-sweden-100100' target='_blank'>stockholm-sweden-100100</a>",2000,"2000 Fall Northern European Tour",2000-10-01,"Kolingsborg","Stockholm","Sweden","Trap Door Fucking Exit",700,"Very Good",59.320658,18.071395
"storrs-ct-usa-30791","<a href='https://www.dischord.com/fugazi_live_series/storrs-ct-usa-30791' target='_blank'>storrs-ct-usa-30791</a>",1991,"1991 Winter/Spring East Coast USA Tour",1991-03-07,"University of Connecticut","Storrs","USA","Autoclave",700,"Good",41.8068934,-72.255962
"storrs-ct-usa-30791","<a href='https://www.dischord.com/fugazi_live_series/storrs-ct-usa-30791' target='_blank'>storrs-ct-usa-30791</a>",1991,"1991 Winter/Spring East Coast USA Tour",1991-03-07,"University of Connecticut","Storrs","USA","Beat Happening",700,"Good",41.8068934,-72.255962
"storrs-ct-usa-30791","<a href='https://www.dischord.com/fugazi_live_series/storrs-ct-usa-30791' target='_blank'>storrs-ct-usa-30791</a>",1991,"1991 Winter/Spring East Coast USA Tour",1991-03-07,"University of Connecticut","Storrs","USA","Nation of Ulysses",700,"Good",41.8068934,-72.255962
"storrs-ct-usa-91893","<a href='https://www.dischord.com/fugazi_live_series/storrs-ct-usa-91893' target='_blank'>storrs-ct-usa-91893</a>",1993,"1993 Fall USA/Canada Tour",1993-09-18,"University of Connecticut Fieldhouse","Storrs","USA","MI6",2150,"Very Good",41.8068934,-72.255962
"storrs-ct-usa-91893","<a href='https://www.dischord.com/fugazi_live_series/storrs-ct-usa-91893' target='_blank'>storrs-ct-usa-91893</a>",1993,"1993 Fall USA/Canada Tour",1993-09-18,"University of Connecticut Fieldhouse","Storrs","USA","Shudder to Think",2150,"Very Good",41.8068934,-72.255962
"stuttgart-germany-101390","<a href='https://www.dischord.com/fugazi_live_series/stuttgart-germany-101390' target='_blank'>stuttgart-germany-101390</a>",1990,"1990 Fall European Tour",1990-10-13,"Altes Feuerwehrhaus","Stuttgart","Germany","Urge",1000,"Good",48.761876,9.159794
"stuttgart-germany-63095","<a href='https://www.dischord.com/fugazi_live_series/stuttgart-germany-63095' target='_blank'>stuttgart-germany-63095</a>",1995,"1995 Spring/Summer European Tour",1995-06-30,"Hallschlag JZ","Stuttgart","Germany","Kurort",760,"Very Good",48.8133,9.2
"sydney-australia-111796","<a href='https://www.dischord.com/fugazi_live_series/sydney-australia-111796' target='_blank'>sydney-australia-111796</a>",1996,"1996 US/Japan/Hong Kong/Australia Tour",1996-11-17,"Metro Theatre","Sydney","Australia","Midget",913,"Very Good",-33.8756943,151.206627
"sydney-australia-112093","<a href='https://www.dischord.com/fugazi_live_series/sydney-australia-112093' target='_blank'>sydney-australia-112093</a>",1993,"1993 Japan/Australia/New Zealand Tour",1993-11-20,"Sydney Town hall","Sydney","Australia","Fur",1300,"Good",-33.8730546,151.206155
"sydney-australia-112093","<a href='https://www.dischord.com/fugazi_live_series/sydney-australia-112093' target='_blank'>sydney-australia-112093</a>",1993,"1993 Japan/Australia/New Zealand Tour",1993-11-20,"Sydney Town hall","Sydney","Australia","Mark of Cain",1300,"Good",-33.8730546,151.206155
"sydney-australia-61497","<a href='https://www.dischord.com/fugazi_live_series/sydney-australia-61497' target='_blank'>sydney-australia-61497</a>",1997,"1997 Summer Australia/New Zealand Tour",1997-06-14,"Manly Youth Center","Sydney","Australia",NA,968,"Good",-33.7946915,151.284323
"sydney-australia-61597","<a href='https://www.dischord.com/fugazi_live_series/sydney-australia-61597' target='_blank'>sydney-australia-61597</a>",1997,"1997 Summer Australia/New Zealand Tour",1997-06-15,"Metro Theatre","Sydney","Australia",NA,968,"Poor",-33.8756943,151.206627
"sydney-nsw-australia-102591","<a href='https://www.dischord.com/fugazi_live_series/sydney-nsw-australia-102591' target='_blank'>sydney-nsw-australia-102591</a>",1991,"1991 Australia/New Zealand/Japan Tour",1991-10-25,"Sydney Uni","Sydney","Australia","Crow",900,"Good",-33.8885748,151.187349
"sydney-nsw-australia-102591","<a href='https://www.dischord.com/fugazi_live_series/sydney-nsw-australia-102591' target='_blank'>sydney-nsw-australia-102591</a>",1991,"1991 Australia/New Zealand/Japan Tour",1991-10-25,"Sydney Uni","Sydney","Australia","Evan Dando",900,"Good",-33.8885748,151.187349
"sydney-nsw-australia-102591","<a href='https://www.dischord.com/fugazi_live_series/sydney-nsw-australia-102591' target='_blank'>sydney-nsw-australia-102591</a>",1991,"1991 Australia/New Zealand/Japan Tour",1991-10-25,"Sydney Uni","Sydney","Australia","Headache",900,"Good",-33.8885748,151.187349
"sydney-nsw-australia-102791","<a href='https://www.dischord.com/fugazi_live_series/sydney-nsw-australia-102791' target='_blank'>sydney-nsw-australia-102791</a>",1991,"1991 Australia/New Zealand/Japan Tour",1991-10-27,"Burland Centre","Sydney","Australia","Mass Appeal",800,"Very Good",-33.8892326,151.19482
"sydney-nsw-australia-102791","<a href='https://www.dischord.com/fugazi_live_series/sydney-nsw-australia-102791' target='_blank'>sydney-nsw-australia-102791</a>",1991,"1991 Australia/New Zealand/Japan Tour",1991-10-27,"Burland Centre","Sydney","Australia","Nunbait",800,"Very Good",-33.8892326,151.19482
"sydney-nsw-australia-111596","<a href='https://www.dischord.com/fugazi_live_series/sydney-nsw-australia-111596' target='_blank'>sydney-nsw-australia-111596</a>",1996,"1996 US/Japan/Hong Kong/Australia Tour",1996-11-15,"Sydney University","Sydney","Australia","Mothra",1000,"Excellent",-33.8885748,151.187349
"sydney-nsw-australia-111596","<a href='https://www.dischord.com/fugazi_live_series/sydney-nsw-australia-111596' target='_blank'>sydney-nsw-australia-111596</a>",1996,"1996 US/Japan/Hong Kong/Australia Tour",1996-11-15,"Sydney University","Sydney","Australia","Tweezer",1000,"Excellent",-33.8885748,151.187349
"sydney-nsw-australia-120193","<a href='https://www.dischord.com/fugazi_live_series/sydney-nsw-australia-120193' target='_blank'>sydney-nsw-australia-120193</a>",1993,"1993 Japan/Australia/New Zealand Tour",1993-12-01,"Uni Manning Bar","Sydney","Australia","Headache",450,"Good",-33.8868904,151.187622
"syracuse-ny-usa-31291","<a href='https://www.dischord.com/fugazi_live_series/syracuse-ny-usa-31291' target='_blank'>syracuse-ny-usa-31291</a>",1991,"1991 Winter/Spring East Coast USA Tour",1991-03-12,"Syracuse University","Syracuse","USA","Quicksand",800,"Good",43.0401853,-76.13349
"syracuse-ny-usa-31291","<a href='https://www.dischord.com/fugazi_live_series/syracuse-ny-usa-31291' target='_blank'>syracuse-ny-usa-31291</a>",1991,"1991 Winter/Spring East Coast USA Tour",1991-03-12,"Syracuse University","Syracuse","USA","Wiggle Posse",800,"Good",43.0401853,-76.13349
"syracuse-ny-usa-71798","<a href='https://www.dischord.com/fugazi_live_series/syracuse-ny-usa-71798' target='_blank'>syracuse-ny-usa-71798</a>",1998,"1998 Summer Canada/USA Tour",1998-07-17,"Lost Horizon","Syracuse","USA","Blonde Redhead",450,"Good",43.0546607,-76.083027
"syracuse-ny-usa-92193","<a href='https://www.dischord.com/fugazi_live_series/syracuse-ny-usa-92193' target='_blank'>syracuse-ny-usa-92193</a>",1993,"1993 Fall USA/Canada Tour",1993-09-21,"Lost Horizon","Syracuse","USA","Foundation",1000,"Very Good",43.0546607,-76.083027
"syracuse-ny-usa-92193","<a href='https://www.dischord.com/fugazi_live_series/syracuse-ny-usa-92193' target='_blank'>syracuse-ny-usa-92193</a>",1993,"1993 Fall USA/Canada Tour",1993-09-21,"Lost Horizon","Syracuse","USA","Spinanes",1000,"Very Good",43.0546607,-76.083027
"tacoma-wa-usa-51588","<a href='https://www.dischord.com/fugazi_live_series/tacoma-wa-usa-51588' target='_blank'>tacoma-wa-usa-51588</a>",1988,"1988 Spring USA Tour",1988-05-15,"Tacoma Community World Theater","Tacoma","USA","Brotherhood",75,NA,47.2067558,-122.450717
"tacoma-wa-usa-51588","<a href='https://www.dischord.com/fugazi_live_series/tacoma-wa-usa-51588' target='_blank'>tacoma-wa-usa-51588</a>",1988,"1988 Spring USA Tour",1988-05-15,"Tacoma Community World Theater","Tacoma","USA","Noise For Nothing",75,NA,47.2067558,-122.450717
"tallahassee-fl-usa-12000","<a href='https://www.dischord.com/fugazi_live_series/tallahassee-fl-usa-12000' target='_blank'>tallahassee-fl-usa-12000</a>",2000,"2000 Winter Southern USA Tour",2000-01-20,"Moon","Tallahassee","USA","Faraquet",1200,"Very Good",30.4357734,-84.265699
"tallahassee-fl-usa-12000","<a href='https://www.dischord.com/fugazi_live_series/tallahassee-fl-usa-12000' target='_blank'>tallahassee-fl-usa-12000</a>",2000,"2000 Winter Southern USA Tour",2000-01-20,"Moon","Tallahassee","USA","Flanders",1200,"Very Good",30.4357734,-84.265699
"tampa-fl-usa-11900","<a href='https://www.dischord.com/fugazi_live_series/tampa-fl-usa-11900' target='_blank'>tampa-fl-usa-11900</a>",2000,"2000 Winter Southern USA Tour",2000-01-19,"Masquerade","Tampa","USA","Faraquet",1400,"Very Good",27.9597496,-82.442649
"tampa-fl-usa-21693","<a href='https://www.dischord.com/fugazi_live_series/tampa-fl-usa-21693' target='_blank'>tampa-fl-usa-21693</a>",1993,"1993 Winter Southern USA Tour",1993-02-16,"Ritz","Tampa","USA","Shudder to Think",1500,"Good",27.9597496,-82.442649
"tampa-fl-usa-40396","<a href='https://www.dischord.com/fugazi_live_series/tampa-fl-usa-40396' target='_blank'>tampa-fl-usa-40396</a>",1996,"1996 Southern USA Tour",1996-04-03,"Masquerade","Tampa","USA","Branch Manager",1200,"Good",27.9597496,-82.442649
"tampa-fl-usa-40396","<a href='https://www.dischord.com/fugazi_live_series/tampa-fl-usa-40396' target='_blank'>tampa-fl-usa-40396</a>",1996,"1996 Southern USA Tour",1996-04-03,"Masquerade","Tampa","USA","Glorium",1200,"Good",27.9597496,-82.442649
"tampa-fl-usa-51591","<a href='https://www.dischord.com/fugazi_live_series/tampa-fl-usa-51591' target='_blank'>tampa-fl-usa-51591</a>",1991,"1991 Spring USA Tour",1991-05-15,"Ritz","Tampa","USA","Dirt",1150,"Very Good",27.9597496,-82.442649
"tampere-finland-71295","<a href='https://www.dischord.com/fugazi_live_series/tampere-finland-71295' target='_blank'>tampere-finland-71295</a>",1995,"1995 Spring/Summer European Tour",1995-07-12,"Pakkahuone","Tampere","Finland",NA,650,"Very Good",61.4985813,23.77658
"tilburg-netherlands-101699","<a href='https://www.dischord.com/fugazi_live_series/tilburg-netherlands-101699' target='_blank'>tilburg-netherlands-101699</a>",1999,"1999 Fall European Tour",1999-10-16,"O13","Tilburg","Netherlands",NA,600,"Excellent",51.5576483,5.093004
"tokyo-japan-102696","<a href='https://www.dischord.com/fugazi_live_series/tokyo-japan-102696' target='_blank'>tokyo-japan-102696</a>",1996,"1996 US/Japan/Hong Kong/Australia Tour",1996-10-26,"Guilty","Tokyo","Japan","DMBQ",254,"Very Good",35.6568137,139.697017
"tokyo-japan-102696","<a href='https://www.dischord.com/fugazi_live_series/tokyo-japan-102696' target='_blank'>tokyo-japan-102696</a>",1996,"1996 US/Japan/Hong Kong/Australia Tour",1996-10-26,"Guilty","Tokyo","Japan","Make Up",254,"Very Good",35.6568137,139.697017
"tokyo-japan-102696","<a href='https://www.dischord.com/fugazi_live_series/tokyo-japan-102696' target='_blank'>tokyo-japan-102696</a>",1996,"1996 US/Japan/Hong Kong/Australia Tour",1996-10-26,"Guilty","Tokyo","Japan","O-O-I-O-O",254,"Very Good",35.6568137,139.697017
"tokyo-japan-102796","<a href='https://www.dischord.com/fugazi_live_series/tokyo-japan-102796' target='_blank'>tokyo-japan-102796</a>",1996,"1996 US/Japan/Hong Kong/Australia Tour",1996-10-27,"Guilty","Tokyo","Japan","Atomic Fireball",205,"Very Good",35.6568137,139.697017
"tokyo-japan-102796","<a href='https://www.dischord.com/fugazi_live_series/tokyo-japan-102796' target='_blank'>tokyo-japan-102796</a>",1996,"1996 US/Japan/Hong Kong/Australia Tour",1996-10-27,"Guilty","Tokyo","Japan","Make Up",205,"Very Good",35.6568137,139.697017
"tokyo-japan-102896","<a href='https://www.dischord.com/fugazi_live_series/tokyo-japan-102896' target='_blank'>tokyo-japan-102896</a>",1996,"1996 US/Japan/Hong Kong/Australia Tour",1996-10-28,"Guilty","Tokyo","Japan","Bloodthirsty Butchers",332,"Excellent",35.6568137,139.697017
"tokyo-japan-102896","<a href='https://www.dischord.com/fugazi_live_series/tokyo-japan-102896' target='_blank'>tokyo-japan-102896</a>",1996,"1996 US/Japan/Hong Kong/Australia Tour",1996-10-28,"Guilty","Tokyo","Japan","Eastern Youth",332,"Excellent",35.6568137,139.697017
"tokyo-japan-102896","<a href='https://www.dischord.com/fugazi_live_series/tokyo-japan-102896' target='_blank'>tokyo-japan-102896</a>",1996,"1996 US/Japan/Hong Kong/Australia Tour",1996-10-28,"Guilty","Tokyo","Japan","Make Up",332,"Excellent",35.6568137,139.697017
"tokyo-japan-102896","<a href='https://www.dischord.com/fugazi_live_series/tokyo-japan-102896' target='_blank'>tokyo-japan-102896</a>",1996,"1996 US/Japan/Hong Kong/Australia Tour",1996-10-28,"Guilty","Tokyo","Japan","Naht",332,"Excellent",35.6568137,139.697017
"tokyo-japan-110593","<a href='https://www.dischord.com/fugazi_live_series/tokyo-japan-110593' target='_blank'>tokyo-japan-110593</a>",1993,"1993 Japan/Australia/New Zealand Tour",1993-11-05,"Club Quattro","Tokyo","Japan","Bloodthirsty Butchers",350,"Very Good",35.6611055,139.697546
"tokyo-japan-110593","<a href='https://www.dischord.com/fugazi_live_series/tokyo-japan-110593' target='_blank'>tokyo-japan-110593</a>",1993,"1993 Japan/Australia/New Zealand Tour",1993-11-05,"Club Quattro","Tokyo","Japan","Jackie and the Cedrics",350,"Very Good",35.6611055,139.697546
"tokyo-japan-110693","<a href='https://www.dischord.com/fugazi_live_series/tokyo-japan-110693' target='_blank'>tokyo-japan-110693</a>",1993,"1993 Japan/Australia/New Zealand Tour",1993-11-06,"Club Quattro","Tokyo","Japan","Nukey Pikes",550,"Very Good",35.6611055,139.697546
"tokyo-japan-110693","<a href='https://www.dischord.com/fugazi_live_series/tokyo-japan-110693' target='_blank'>tokyo-japan-110693</a>",1993,"1993 Japan/Australia/New Zealand Tour",1993-11-06,"Club Quattro","Tokyo","Japan","Sadato",550,"Very Good",35.6611055,139.697546
"tokyo-japan-111191","<a href='https://www.dischord.com/fugazi_live_series/tokyo-japan-111191' target='_blank'>tokyo-japan-111191</a>",1991,"1991 Australia/New Zealand/Japan Tour",1991-11-11,"Anti Knock","Tokyo","Japan","Superdumb",300,"Very Good",35.6886064,139.703513
"tokyo-japan-111191","<a href='https://www.dischord.com/fugazi_live_series/tokyo-japan-111191' target='_blank'>tokyo-japan-111191</a>",1991,"1991 Australia/New Zealand/Japan Tour",1991-11-11,"Anti Knock","Tokyo","Japan","Volume Dealers",300,"Very Good",35.6886064,139.703513
"tokyo-japan-111291","<a href='https://www.dischord.com/fugazi_live_series/tokyo-japan-111291' target='_blank'>tokyo-japan-111291</a>",1991,"1991 Australia/New Zealand/Japan Tour",1991-11-12,"Anti Knock","Tokyo","Japan","Bloodthirsty Butchers",300,"Good",35.6886064,139.703513
"tokyo-japan-111291","<a href='https://www.dischord.com/fugazi_live_series/tokyo-japan-111291' target='_blank'>tokyo-japan-111291</a>",1991,"1991 Australia/New Zealand/Japan Tour",1991-11-12,"Anti Knock","Tokyo","Japan","Gut Slug",300,"Good",35.6886064,139.703513
"toledo-oh-usa-61489","<a href='https://www.dischord.com/fugazi_live_series/toledo-oh-usa-61489' target='_blank'>toledo-oh-usa-61489</a>",1989,"1989 Spring USA Tour",1989-06-14,"Tam O'Shanter Ice Rink","Toledo","USA","Herb Tarlicks",360,NA,41.6908333,-83.713055
"toledo-oh-usa-61489","<a href='https://www.dischord.com/fugazi_live_series/toledo-oh-usa-61489' target='_blank'>toledo-oh-usa-61489</a>",1989,"1989 Spring USA Tour",1989-06-14,"Tam O'Shanter Ice Rink","Toledo","USA","Outface",360,NA,41.6908333,-83.713055
"toledo-oh-usa-62590","<a href='https://www.dischord.com/fugazi_live_series/toledo-oh-usa-62590' target='_blank'>toledo-oh-usa-62590</a>",1990,"1990 Spring/Summer USA Tour",1990-06-25,"Masonic Auditorium","Toledo","USA","Clodhopper",200,"Good",41.5927127,-83.651898
"toledo-oh-usa-62590","<a href='https://www.dischord.com/fugazi_live_series/toledo-oh-usa-62590' target='_blank'>toledo-oh-usa-62590</a>",1990,"1990 Spring/Summer USA Tour",1990-06-25,"Masonic Auditorium","Toledo","USA","Gangster Fun",200,"Good",41.5927127,-83.651898
"toledo-oh-usa-62590","<a href='https://www.dischord.com/fugazi_live_series/toledo-oh-usa-62590' target='_blank'>toledo-oh-usa-62590</a>",1990,"1990 Spring/Summer USA Tour",1990-06-25,"Masonic Auditorium","Toledo","USA","Trenchmouth",200,"Good",41.5927127,-83.651898
"tongeren-belgium-52292","<a href='https://www.dischord.com/fugazi_live_series/tongeren-belgium-52292' target='_blank'>tongeren-belgium-52292</a>",1992,"1992 Spring European Tour",1992-05-22,"Concordia","Tongeren","Belgium","Girls Vs. Boys",650,"Good",50.781175,5.472044
"tongeren-belgium-52292","<a href='https://www.dischord.com/fugazi_live_series/tongeren-belgium-52292' target='_blank'>tongeren-belgium-52292</a>",1992,"1992 Spring European Tour",1992-05-22,"Concordia","Tongeren","Belgium","Grooveline Vendetta",650,"Good",50.781175,5.472044
"torino-italy-102990","<a href='https://www.dischord.com/fugazi_live_series/torino-italy-102990' target='_blank'>torino-italy-102990</a>",1990,"1990 Fall European Tour",1990-10-29,"Hiroshima","Torino","Italy",NA,400,"Good",45.0284369,7.653159
"torino-italy-112088","<a href='https://www.dischord.com/fugazi_live_series/torino-italy-112088' target='_blank'>torino-italy-112088</a>",1988,"1988 Fall European Tour",1988-11-20,"El Paso","Torino","Italy",NA,199,"Good",45.0234778,7.656051
"torino-italy-60592","<a href='https://www.dischord.com/fugazi_live_series/torino-italy-60592' target='_blank'>torino-italy-60592</a>",1992,"1992 Spring European Tour",1992-06-05,"Murazzi","Torino","Italy","Free The Nation",1000,"Very Good",45.0620346,7.694419
"torino-italy-61595","<a href='https://www.dischord.com/fugazi_live_series/torino-italy-61595' target='_blank'>torino-italy-61595</a>",1995,"1995 Spring/Summer European Tour",1995-06-15,"Parco Ex Ospedale Psichiatrico","Torino","Italy","Assalti Frontali",1400,"Very Good",45.0796674,7.579692
"toronto-on-canada-100189","<a href='https://www.dischord.com/fugazi_live_series/toronto-on-canada-100189' target='_blank'>toronto-on-canada-100189</a>",1989,"1989 Fall Canada/NE Tour",1989-10-01,"Rivoli Theater","Toronto","Canada","Guilt Parade",400,"Good",43.6494444,-79.39
"toronto-on-canada-100189","<a href='https://www.dischord.com/fugazi_live_series/toronto-on-canada-100189' target='_blank'>toronto-on-canada-100189</a>",1989,"1989 Fall Canada/NE Tour",1989-10-01,"Rivoli Theater","Toronto","Canada","Phleg Camp",400,"Good",43.6494444,-79.39
"toronto-on-canada-71998","<a href='https://www.dischord.com/fugazi_live_series/toronto-on-canada-71998' target='_blank'>toronto-on-canada-71998</a>",1998,"1998 Summer Canada/USA Tour",1998-07-19,"Phoenix Theater","Toronto","Canada","Grade",1250,"Very Good",43.6646119,-79.374047
"toronto-on-canada-80491","<a href='https://www.dischord.com/fugazi_live_series/toronto-on-canada-80491' target='_blank'>toronto-on-canada-80491</a>",1991,"1991 Summer/Fall USA/Canada Tour",1991-08-04,"Opera House","Toronto","Canada","Pure",1000,"Very Good",43.6589105,-79.348759
"toronto-on-canada-80491","<a href='https://www.dischord.com/fugazi_live_series/toronto-on-canada-80491' target='_blank'>toronto-on-canada-80491</a>",1991,"1991 Summer/Fall USA/Canada Tour",1991-08-04,"Opera House","Toronto","Canada","Scott B Sympathy",1000,"Very Good",43.6589105,-79.348759
"toronto-on-canada-92795","<a href='https://www.dischord.com/fugazi_live_series/toronto-on-canada-92795' target='_blank'>toronto-on-canada-92795</a>",1995,"1995 Fall USA/Canada Tour",1995-09-27,"RPM Warehouse","Toronto","Canada","Minnow",1650,"Good",43.6495571,-79.387874
"toronto-on-canada-92795","<a href='https://www.dischord.com/fugazi_live_series/toronto-on-canada-92795' target='_blank'>toronto-on-canada-92795</a>",1995,"1995 Fall USA/Canada Tour",1995-09-27,"RPM Warehouse","Toronto","Canada","Super X",1650,"Good",43.6495571,-79.387874
"toronto-ont-canada-90993","<a href='https://www.dischord.com/fugazi_live_series/toronto-ont-canada-90993' target='_blank'>toronto-ont-canada-90993</a>",1993,"1993 Fall USA/Canada Tour",1993-09-09,"RPM Warehouse","Toronto","Canada","Mudfish",1400,"Good",43.6495571,-79.387874
"toronto-ont-canada-90993","<a href='https://www.dischord.com/fugazi_live_series/toronto-ont-canada-90993' target='_blank'>toronto-ont-canada-90993</a>",1993,"1993 Fall USA/Canada Tour",1993-09-09,"RPM Warehouse","Toronto","Canada","Shudder to Think",1400,"Good",43.6495571,-79.387874
"toronto-ont-canada-91093","<a href='https://www.dischord.com/fugazi_live_series/toronto-ont-canada-91093' target='_blank'>toronto-ont-canada-91093</a>",1993,"1993 Fall USA/Canada Tour",1993-09-10,"RPM Warehouse","Toronto","Canada","Morganfields",650,"Very Good",43.6495571,-79.387874
"toronto-ont-canada-91093","<a href='https://www.dischord.com/fugazi_live_series/toronto-ont-canada-91093' target='_blank'>toronto-ont-canada-91093</a>",1993,"1993 Fall USA/Canada Tour",1993-09-10,"RPM Warehouse","Toronto","Canada","Shudder to Think",650,"Very Good",43.6495571,-79.387874
"toulouse-france-53092","<a href='https://www.dischord.com/fugazi_live_series/toulouse-france-53092' target='_blank'>toulouse-france-53092</a>",1992,"1992 Spring European Tour",1992-05-30,"Le Bikini","Toulouse","France",NA,270,"Good",43.5480492,1.485404
"toulouse-france-60695","<a href='https://www.dischord.com/fugazi_live_series/toulouse-france-60695' target='_blank'>toulouse-france-60695</a>",1995,"1995 Spring/Summer European Tour",1995-06-06,"Le Bikini","Toulouse","France","Prohibition",650,"Good",43.5480492,1.485404
"trenton-nj-usa-31991","<a href='https://www.dischord.com/fugazi_live_series/trenton-nj-usa-31991' target='_blank'>trenton-nj-usa-31991</a>",1991,"1991 Winter/Spring East Coast USA Tour",1991-03-19,"City Gardens","Trenton","USA","Ween",1100,"Good",40.2373768,-74.759901
"trenton-nj-usa-41492","<a href='https://www.dischord.com/fugazi_live_series/trenton-nj-usa-41492' target='_blank'>trenton-nj-usa-41492</a>",1992,"1992 Spring East Coast Tour",1992-04-14,"City Gardens","Trenton","USA","Shudder to Think",950,NA,40.2373768,-74.759901
"trenton-nj-usa-81793","<a href='https://www.dischord.com/fugazi_live_series/trenton-nj-usa-81793' target='_blank'>trenton-nj-usa-81793</a>",1993,"1993 Fall USA/Canada Tour",1993-08-17,"City Gardens","Trenton","USA","Girls Vs. Boys",1000,"Very Good",40.2373768,-74.759901
